customerId,RG_case,Missing_Daily_Transactions,CountryName,LanguageName,Gender,YearofBirth,age_at_registration,sum_stakes_fixedodds,sum_bets_fixedodds,bettingdays_fixedodds,duration_fixedodds,frequency_fixedodds,bets_per_day_fixedodds,euros_per_bet_fixedodds,net_loss_fixedodds,percent_lost_fixedodds,sum_stakes_liveaction,sum_bets_liveaction,bettingdays_liveaction,duration_liveaction,frequency_liveaction,bets_per_day_liveaction,euros_per_bet_liveaction,net_loss_liveaction,percent_lost_liveaction,sum_stakes_casino,sum_bets_casino,bettingdays_casino,duration_casino,frequency_casino,bets_per_day_casino,euros_per_bet_casino,net_loss_casino,percent_lost_casino,net_loss_fixedodds_nonzero,percent_lost_fixedodds_nonzero,net_loss_liveaction_nonzero,percent_lost_liveaction_nonzero,net_loss_casino_nonzero,percent_lost_casino_nonzero,sum_stakes_fixedodds_sqrt,sum_bets_fixedodds_sqrt,bettingdays_fixedodds_sqrt,duration_fixedodds_sqrt,frequency_fixedodds_sqrt,bets_per_day_fixedodds_sqrt,euros_per_bet_fixedodds_sqrt,net_loss_fixedodds_nonzero_sqrt,percent_lost_fixedodds_nonzero_sqrt,sum_stakes_liveaction_sqrt,sum_bets_liveaction_sqrt,bettingdays_liveaction_sqrt,duration_liveaction_sqrt,frequency_liveaction_sqrt,bets_per_day_liveaction_sqrt,euros_per_bet_liveaction_sqrt,net_loss_liveaction_nonzero_sqrt,percent_lost_liveaction_nonzero_sqrt,sum_stakes_casino_sqrt,sum_bets_casino_sqrt,bettingdays_casino_sqrt,duration_casino_sqrt,frequency_casino_sqrt,bets_per_day_casino_sqrt,euros_per_bet_casino_sqrt,net_loss_casino_nonzero_sqrt,percent_lost_casino_nonzero_sqrt,sum_stakes_fixedodds_sqrt_zeros,sum_bets_fixedodds_sqrt_zeros,bettingdays_fixedodds_sqrt_zeros,duration_fixedodds_sqrt_zeros,frequency_fixedodds_sqrt_zeros,bets_per_day_fixedodds_sqrt_zeros,euros_per_bet_fixedodds_sqrt_zeros,net_loss_fixedodds_sqrt_zeros,percent_lost_fixedodds_sqrt_zeros,sum_stakes_liveaction_sqrt_zeros,sum_bets_liveaction_sqrt_zeros,bettingdays_liveaction_sqrt_zeros,duration_liveaction_sqrt_zeros,frequency_liveaction_sqrt_zeros,bets_per_day_liveaction_sqrt_zeros,euros_per_bet_liveaction_sqrt_zeros,net_loss_liveaction_sqrt_zeros,percent_lost_liveaction_sqrt_zeros,sum_stakes_casino_sqrt_zeros,sum_bets_casino_sqrt_zeros,bettingdays_casino_sqrt_zeros,duration_casino_sqrt_zeros,frequency_casino_sqrt_zeros,bets_per_day_casino_sqrt_zeros,euros_per_bet_casino_sqrt_zeros,net_loss_casino_sqrt_zeros,churn,DaysLastOrder
1237924,0,0,Denmark,English,M,1967,37,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,2,1,0,33218,14,35853,7,0,1,1,1,1,1,0,182,4,1,1,1,1,1,1,1,189,3,0,1,1,1,1,1,0,182,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,189,3,,,,,,,,,,,,,,,,,,,,TRUE,724
378707,1,0,Austria,German,M,1962,39,929,511,254,3198,0,2,2,850,1,174,55,25,1810,0,2,3,24,0,24024,67496,104,2696,0,649,0,1,0,34068,14,22087,8,37042,7,30,23,16,57,0,1,1,185,4,13,7,5,43,0,1,2,149,3,155,260,10,52,0,25,1,192,3,30,23,16,57,0,1,1,185,4,13,7,5,43,0,1,2,149,3,155,260,10,52,0,25,1,192,TRUE,711
1277143,0,0,Germany,German,F,1970,34,75,28,4,17,0,7,3,75,1,33293,14,9,5,2,4,0,3,2,182,4,9,5,2,4,0,3,2,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,703
1006572,1,0,Austria,German,M,1979,24,40194,282,62,2056,0,5,143,15439,0,78205,745,44,1996,0,17,105,15949,0,408303,5236,67,1903,0,78,78,16840,0,49,13,38012,8,52692,7,200,17,8,45,0,2,12,221,4,280,27,7,45,0,4,10,195,3,639,72,8,44,0,9,9,230,3,200,17,8,45,0,2,12,221,4,280,27,7,45,0,4,10,195,3,639,72,8,44,0,9,9,230,TRUE,702
1361415,0,0,Germany,German,F,1979,25,21,9,5,6,1,2,2,18,1,7,3,2,2,1,2,2,7,1,33236,14,22070,9,5,3,2,2,1,1,2,182,4,3,2,1,1,1,1,2,149,3,5,3,2,2,1,1,2,182,4,3,2,1,1,1,1,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,700
1277104,0,0,Spain,Spanish,M,1976,28,25,13,4,19,0,3,2,15,1,71,41,3,19,0,14,2,25,0,33233,14,22088,8,5,4,2,4,0,2,1,182,4,8,6,2,4,0,4,1,149,3,5,4,2,4,0,2,1,182,4,8,6,2,4,0,4,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,699
1236874,1,0,Poland,Polish,M,1985,19,110,151,26,1690,0,6,1,92,1,4060,871,186,2045,0,5,5,521,0,74924,11042,87,1624,0,127,7,2,0,33,14,23,8,38,7,11,12,5,41,0,2,1,183,4,64,30,14,45,0,2,2,150,3,274,105,9,40,0,11,3,195,3,11,12,5,41,0,2,1,183,4,64,30,14,45,0,2,2,150,3,274,105,9,40,0,11,3,195,TRUE,690
1430272,1,0,Spain,Spanish,M,1970,34,20210,265,95,594,0,3,76,3815,0,26624,409,93,566,0,4,65,126,0,37033,13,22189,8,142,16,10,24,0,2,9,192,4,163,20,10,24,0,2,8,149,3,142,16,10,24,0,2,9,192,4,163,20,10,24,0,2,8,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,689
1441885,0,0,Norway,Norwegian,M,1985,19,1363,15,10,1930,0,2,91,-2073,-2,31145,11,37,4,3,44,0,1,10,176,3,37,4,3,44,0,1,10,176,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,685
1275992,0,0,Denmark,English,M,1985,19,2272,129,27,58,0,5,18,1181,1,65,11,5,8,1,2,6,-4,0,34399,14,22059,8,48,11,5,8,1,2,4,185,4,8,3,2,3,1,1,2,149,3,48,11,5,8,1,2,4,185,4,8,3,2,3,1,1,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,685
1190818,0,0,Germany,German,M,1969,35,14172,82,35,177,0,2,173,-2322,0,12200,174,35,137,0,5,70,1188,0,30896,13,23251,8,119,9,6,13,0,2,13,176,4,110,13,6,12,1,2,8,152,3,119,9,6,13,0,2,13,176,4,110,13,6,12,1,2,8,152,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,682
1444218,1,0,United,Kingdom,M,1971,33,92,2,1,1,1,2,46,92,1,33310,14,10,1,1,1,1,1,7,183,4,10,1,1,1,1,1,7,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,674
1449058,0,0,Turkey,Turkish,M,1986,18,23,24,6,12,1,4,1,12,1,13,19,3,3,1,6,1,2,0,33230,14,22065,8,5,5,2,3,1,2,1,182,4,4,4,2,2,1,3,1,149,3,5,5,2,3,1,2,1,182,4,4,4,2,2,1,3,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,670
1066341,0,0,Germany,German,M,1965,38,50,2,1,1,1,2,25,50,1,1171,109,3,18,0,36,11,150,0,33268,14,36002,7,7,1,1,1,1,1,5,182,4,34,10,2,4,0,6,3,190,3,7,1,1,1,1,1,5,182,4,0,0,0,0,0,0,0,0,0,34,10,2,4,0,6,3,190,3,,,,,,,,,,,,,,,,,,,,TRUE,661
1073059,0,0,Germany,German,M,1981,23,60,44,21,268,0,2,1,12,0,5,5,2,35,0,3,1,-2,0,33230,13,22061,8,8,7,5,16,0,1,1,182,4,2,2,1,6,0,2,1,149,3,8,7,5,16,0,1,1,182,4,2,2,1,6,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,657
1277939,0,0,Austria,German,M,1976,28,8504,1228,82,103,1,15,7,1068,0,1103,93,31,99,0,3,12,215,0,43421,163,19,44,0,9,266,2,0,34286,13,22278,8,38,7,92,35,9,10,1,4,3,185,4,33,10,6,10,1,2,3,149,3,208,13,4,7,1,3,16,195,3,92,35,9,10,1,4,3,185,4,33,10,6,10,1,2,3,149,3,208,13,4,7,1,3,16,195,TRUE,657
668658,0,0,Germany,German,M,1978,24,1829,2052,131,729,0,16,1,-97,0,14,17,4,75,0,4,1,-1,0,33121,13,22062,8,43,45,11,27,0,4,1,182,4,4,4,2,9,0,2,1,149,3,43,45,11,27,0,4,1,182,4,4,4,2,9,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,655
1412349,0,0,Germany,German,F,1972,32,488,134,72,1923,0,2,4,76,0,1016,558,78,868,0,7,2,318,0,33294,13,22381,8,22,12,8,44,0,1,2,182,4,32,24,9,29,0,3,1,150,3,22,12,8,44,0,1,2,182,4,32,24,9,29,0,3,1,150,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,654
1134790,0,0,Germany,German,M,1983,21,77,10,4,15,0,3,8,27,0,785,85,6,15,0,14,9,-2,0,33245,13,22061,8,9,3,2,4,1,2,3,182,4,28,9,2,4,1,4,3,149,3,9,3,2,4,1,2,3,182,4,28,9,2,4,1,4,3,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,650
1449103,0,0,Poland,Polish,M,1976,28,143,59,15,34,0,4,2,25,0,33243,13,12,8,4,6,1,2,2,182,4,12,8,4,6,1,2,2,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,647
1529711,1,0,Germany,German,M,1987,18,218,5,2,4,1,3,44,56,0,52,2,2,5,0,1,26,-27,-1,163,47,2,5,0,24,3,51,0,33274,13,22036,7,35903,7,15,2,1,2,1,2,7,182,4,7,1,1,2,1,1,5,148,3,13,7,1,2,1,5,2,189,3,15,2,1,2,1,2,7,182,4,7,1,1,2,1,1,5,148,3,13,7,1,2,1,5,2,189,TRUE,646
306915,1,0,Austria,German,M,1975,26,7880,67,37,1914,0,2,118,704,0,32876,306,54,2136,0,6,107,2636,0,568197,23798,64,2424,0,372,24,10268,0,33922,13,25,8,46120,7,89,8,6,44,0,1,11,184,4,181,17,7,46,0,2,10,157,3,754,154,8,49,0,19,5,215,3,89,8,6,44,0,1,11,184,4,181,17,7,46,0,2,10,157,3,754,154,8,49,0,19,5,215,TRUE,646
1002807,0,0,Poland,Polish,M,1984,19,362,129,11,19,1,12,3,73,0,6,2,1,1,1,2,3,6,1,33291,13,22069,9,19,11,3,4,1,3,2,182,4,2,1,1,1,1,1,2,149,3,19,11,3,4,1,3,2,182,4,2,1,1,1,1,1,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,644
233644,0,0,Austria,English,F,1973,28,48,94,79,303,0,1,1,33,1,2,3,3,53,0,1,1,-1,-1,33251,14,22062,7,7,10,9,17,1,1,1,182,4,1,2,2,7,0,1,1,149,3,7,10,9,17,1,1,1,182,4,1,2,2,7,0,1,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,643
1560599,1,0,France_COM,French,M,1969,35,78,11,6,1287,0,2,7,-26,0,67981,30026,107,458,0,281,2,4726,0,33192,13,40578,7,9,3,2,36,0,1,3,182,4,261,173,10,21,0,17,2,201,3,9,3,2,36,0,1,3,182,4,0,0,0,0,0,0,0,0,0,261,173,10,21,0,17,2,201,3,,,,,,,,,,,,,,,,,,,,TRUE,640
1448747,0,0,Germany,German,M,1977,27,26,16,10,29,0,2,2,20,1,2,1,1,1,1,1,2,0,0,33238,14,22063,8,5,4,3,5,1,1,1,182,4,1,1,1,1,1,1,1,149,3,5,4,3,5,1,1,1,182,4,1,1,1,1,1,1,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,639
1076465,1,0,Luxembourg,German,M,1966,38,277,11,7,2125,0,2,25,145,1,147,8,4,702,0,2,18,1,0,33363,14,22064,8,17,3,3,46,0,1,5,183,4,12,3,2,26,0,1,4,149,3,17,3,3,46,0,1,5,183,4,12,3,2,26,0,1,4,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,637
1448755,0,0,Turkey,Turkish,M,1980,25,92,29,7,20,0,4,3,41,0,63,15,3,3,1,5,4,13,0,33259,13,22076,8,10,5,3,4,1,2,2,182,4,8,4,2,2,1,2,2,149,3,10,5,3,4,1,2,2,182,4,8,4,2,2,1,2,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,635
1112125,0,0,Poland,Polish,M,1981,22,657,51,37,169,0,1,13,50,0,12,21,6,8,1,4,1,1,0,33268,13,22064,8,26,7,6,13,0,1,4,182,4,4,5,2,3,1,2,1,149,3,26,7,6,13,0,1,4,182,4,4,5,2,3,1,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,632
113136,1,0,Austria,Spanish,M,1975,24,63449,3886,516,3751,0,8,16,17059,0,4839,71,28,2151,0,3,68,-318,0,12054849,319271,317,3064,0,1,38,90291,0,50,13,21745,8,126143,7,252,62,23,61,0,3,4,224,4,70,8,5,46,0,2,8,147,3,3,565,18,55,0,32,6,355,3,252,62,23,61,0,3,4,224,4,70,8,5,46,0,2,8,147,3,3,565,18,55,0,32,6,355,TRUE,631
166143,0,0,Germany,German,M,1979,21,17,12,6,735,0,2,1,0,0,1,1,1,1,1,1,1,1,1,33218,13,22064,9,4,3,2,27,0,1,1,182,4,1,1,1,1,1,1,1,149,3,4,3,2,27,0,1,1,182,4,1,1,1,1,1,1,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,630
1555809,0,0,Germany,German,F,1962,43,165,14,9,790,0,2,12,165,1,83243,4725,66,1659,0,72,18,62,0,33383,14,35914,7,13,4,3,28,0,1,3,183,4,289,69,8,41,0,8,4,190,3,13,4,3,28,0,1,3,183,4,0,0,0,0,0,0,0,0,0,289,69,8,41,0,8,4,190,3,,,,,,,,,,,,,,,,,,,,TRUE,622
1377425,0,0,Germany,German,M,1920,84,30,1,1,1,1,1,30,30,1,60,1,1,1,1,1,60,60,1,33248,14,22123,9,5,1,1,1,1,1,5,182,4,8,1,1,1,1,1,8,149,3,5,1,1,1,1,1,5,182,4,8,1,1,1,1,1,8,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,622
1569967,0,0,Poland,Polish,M,1981,23,129,53,14,32,0,4,2,66,1,248,18,7,35,0,3,14,-2,0,33284,14,22061,8,11,7,4,6,1,2,2,182,4,16,4,3,6,0,2,4,149,3,11,7,4,6,1,2,2,182,4,16,4,3,6,0,2,4,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,603
996528,0,0,Bulgaria,English,M,1969,34,15,3,2,2,1,2,5,15,1,33233,14,4,2,1,1,1,1,2,182,4,4,2,1,1,1,1,2,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,603
672622,0,0,Germany,German,M,1971,31,381,74,49,647,0,2,5,170,0,33388,13,20,9,7,25,0,1,2,183,4,20,9,7,25,0,1,2,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,602
1374185,0,0,Turkey,Turkish,F,1957,47,63,43,13,16,1,3,1,23,0,2375,320,14,16,1,23,7,323,0,171,170,3,8,0,57,1,-4,0,33,13,22,8,35848,7,8,7,4,4,1,2,1,182,4,49,18,4,4,1,5,3,150,3,13,13,2,3,1,8,1,189,3,8,7,4,4,1,2,1,182,4,49,18,4,4,1,5,3,150,3,13,13,2,3,1,8,1,189,TRUE,595
553902,0,0,United,Kingdom,M,1961,40,1083,4,4,1022,0,1,271,291,0,33509,13,33,2,2,32,0,1,16,183,4,33,2,2,32,0,1,16,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,592
1019680,1,0,Germany,German,M,1979,24,33080,170,108,2351,0,2,195,835,0,63345,453,123,2350,0,4,140,2393,0,34053,13,24456,8,182,13,10,48,0,1,14,185,4,252,21,11,48,0,2,12,156,3,182,13,10,48,0,1,14,185,4,252,21,11,48,0,2,12,156,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,590
1677419,0,0,Turkey,Turkish,F,1980,25,30,6,2,2,1,3,5,30,1,33248,14,5,2,1,1,1,2,2,182,4,5,2,1,1,1,2,2,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,587
671003,1,0,Luxembourg,German,M,1976,26,15965,411,104,2287,0,4,39,1673,0,140207,2132,150,2336,0,14,66,3734,0,426941,9553,48,1221,0,199,45,8691,0,35,13,26,8,44543,7,126,20,10,48,0,2,6,187,4,374,46,12,48,0,4,8,161,3,653,98,7,35,0,14,7,211,3,126,20,10,48,0,2,6,187,4,374,46,12,48,0,4,8,161,3,653,98,7,35,0,14,7,211,TRUE,582
1508292,0,0,Spain,Spanish,M,1977,28,2057,19,15,60,0,1,108,31,0,33249,13,45,4,4,8,1,1,10,182,4,45,4,4,8,1,1,10,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,580
1227499,1,0,Germany,German,M,1984,20,7512,3156,223,2155,0,14,2,1590,0,2938,446,131,2155,0,3,7,448,0,151,102,4,294,0,26,1,19,0,35,13,23,8,35871,7,87,56,15,46,0,4,2,187,4,54,21,11,46,0,2,3,150,3,12,10,2,17,0,5,1,189,3,87,56,15,46,0,4,2,187,4,54,21,11,46,0,2,3,150,3,12,10,2,17,0,5,1,189,TRUE,579
1495100,1,0,Germany,German,M,1987,18,682,24,11,1879,0,2,28,257,0,289,6,4,1824,0,2,48,-72,0,9744,596,18,2002,0,33,16,837,0,33,13,21991,8,36689,7,26,5,3,43,0,1,5,183,4,17,2,2,43,0,1,7,148,3,99,24,4,45,0,6,4,192,3,26,5,3,43,0,1,5,183,4,17,2,2,43,0,1,7,148,3,99,24,4,45,0,6,4,192,TRUE,578
1623172,0,0,Turkey,Turkish,M,1979,25,444,123,13,26,1,9,4,153,0,33371,13,21,11,4,5,1,3,2,183,4,21,11,4,5,1,3,2,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,577
1713213,0,0,Spain,Spanish,M,1975,29,100,4,1,2,1,4,25,40,0,53,9,5,454,0,2,6,26,0,9745,274,3,5,1,91,36,1540,0,33258,13,22089,8,37392,7,10,2,1,1,1,2,5,182,4,7,3,2,21,0,1,2,149,3,99,17,2,2,1,10,6,193,3,10,2,1,1,1,2,5,182,4,7,3,2,21,0,1,2,149,3,99,17,2,2,1,10,6,193,TRUE,574
877236,0,0,Turkey,Turkish,M,1978,24,59,10,7,43,0,1,6,20,0,7,6,2,19,0,3,1,1,0,33238,13,22064,8,8,3,3,7,0,1,2,182,4,3,2,1,4,0,2,1,149,3,8,3,3,7,0,1,2,182,4,3,2,1,4,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,573
1446979,1,0,Germany,German,M,1982,22,9664,205,62,120,1,3,47,3681,0,3185,133,34,78,0,4,24,387,0,36899,13,22450,8,98,14,8,11,1,2,7,192,4,56,12,6,9,1,2,5,150,3,98,14,8,11,1,2,7,192,4,56,12,6,9,1,2,5,150,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,560
1680006,0,0,Germany,German,M,1983,22,60,5,3,4,1,2,12,37,1,308,23,4,5,1,6,13,142,0,33255,14,22205,8,8,2,2,2,1,1,3,182,4,18,5,2,2,1,2,4,149,3,8,2,2,2,1,1,3,182,4,18,5,2,2,1,2,4,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,553
1677637,0,0,Germany,German,M,1986,18,8,9,4,22,0,2,1,4,1,33222,14,3,3,2,5,0,2,1,182,4,3,3,2,5,0,2,1,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,549
1323207,1,0,Austria,German,F,1985,19,415,706,70,1961,0,10,1,81,0,1725,2687,82,1964,0,33,1,128,0,11737,27934,67,1913,0,417,0,1214,0,33,13,22,8,37066,7,20,27,8,44,0,3,1,182,4,42,52,9,44,0,6,1,149,3,108,167,8,44,0,20,1,193,3,20,27,8,44,0,3,1,182,4,42,52,9,44,0,6,1,149,3,108,167,8,44,0,20,1,193,TRUE,545
1739322,0,0,Poland,Polish,F,1958,46,25,8,6,11,1,1,3,0,0,812,211,16,51,0,13,4,33,0,33218,13,22096,8,5,3,2,3,1,1,2,182,4,28,15,4,7,1,4,2,149,3,5,3,2,3,1,1,2,182,4,28,15,4,7,1,4,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,540
405981,1,0,Austria,German,M,1954,47,14138,1762,365,2940,0,5,8,2724,0,19,6,2,1774,0,3,3,2,0,3678,954,39,2973,0,24,4,176,0,35942,13,22065,8,36028,7,119,42,19,54,0,2,3,190,4,4,2,1,42,0,2,2,149,3,61,31,6,55,0,5,2,190,3,119,42,19,54,0,2,3,190,4,4,2,1,42,0,2,2,149,3,61,31,6,55,0,5,2,190,TRUE,540
1390642,1,0,Portugal,Portuguese,M,1979,25,591,31,22,2002,0,1,19,238,0,65117,2893,244,1990,0,12,23,3975,0,86,93,3,12,0,31,1,18,0,33,13,26,8,35870,7,24,6,5,45,0,1,4,183,4,255,54,16,45,0,3,5,161,3,9,10,2,3,1,6,1,189,3,24,6,5,45,0,1,4,183,4,255,54,16,45,0,3,5,161,3,9,10,2,3,1,6,1,189,TRUE,534
1753291,1,0,France_COM,French,M,1978,27,1645,144,44,1253,0,3,11,142,0,24542,2151,100,1394,0,22,11,1370,0,4718,183,7,18,0,26,26,212,0,33360,13,23,8,36064,7,41,12,7,35,0,2,3,183,4,157,46,10,37,0,5,3,153,3,69,14,3,4,1,5,5,190,3,41,12,7,35,0,2,3,183,4,157,46,10,37,0,5,3,153,3,69,14,3,4,1,5,5,190,TRUE,525
1740827,0,0,Germany,German,M,1980,25,19,13,7,16,0,2,1,11,1,36,32,12,15,1,3,1,-1,0,33229,14,22062,8,4,4,3,4,1,1,1,182,4,6,6,3,4,1,2,1,149,3,4,4,3,4,1,1,1,182,4,6,6,3,4,1,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,523
1787650,0,0,Germany,German,F,1983,22,16,4,2,4,1,2,4,10,1,33228,14,4,2,1,2,1,1,2,182,4,4,2,1,2,1,1,2,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,522
1108768,0,0,Poland,Polish,M,1986,18,413,300,78,189,0,4,1,167,0,153,141,27,185,0,5,1,24,0,33385,13,22087,8,20,17,9,14,1,2,1,183,4,12,12,5,14,0,2,1,149,3,20,17,9,14,1,2,1,183,4,12,12,5,14,0,2,1,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,520
114137,0,0,Austria,German,M,1960,40,50,3,1,1,1,3,17,50,1,165,200,1,1,1,200,1,50,0,33268,14,35902,7,7,2,1,1,1,2,4,182,4,13,14,1,1,1,14,1,189,3,7,2,1,1,1,2,4,182,4,0,0,0,0,0,0,0,0,0,13,14,1,1,1,14,1,189,3,,,,,,,,,,,,,,,,,,,,TRUE,518
486829,0,0,Sweden,Swedish,F,1973,29,1,1,1,1,1,1,1,1,1,140,15,1,1,1,15,9,15,0,302,17,2,2,1,9,18,86,0,33,14,22,8,35938,7,1,1,1,1,1,1,1,182,4,12,4,1,1,1,4,3,149,3,17,4,1,1,1,3,4,190,3,1,1,1,1,1,1,1,182,4,12,4,1,1,1,4,3,149,3,17,4,1,1,1,3,4,190,TRUE,513
1066411,0,0,Turkey,Turkish,F,1963,40,97,86,13,24,1,7,1,66,1,1,1,1,1,1,1,1,1,1,599,2227,9,352,0,247,0,134,0,33,14,22,9,35986,7,10,9,4,5,1,3,1,182,4,1,1,1,1,1,1,1,149,3,24,47,3,19,0,16,1,190,3,10,9,4,5,1,3,1,182,4,1,1,1,1,1,1,1,149,3,24,47,3,19,0,16,1,190,TRUE,511
1838486,0,0,Germany,German,M,1986,19,27,9,2,2,1,5,3,27,1,7,3,2,2,1,2,2,3,0,33245,14,22066,8,5,3,1,1,1,2,2,182,4,3,2,1,1,1,1,2,149,3,5,3,1,1,1,2,2,182,4,3,2,1,1,1,1,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,505
1823158,0,0,Italy_BAW,Italian,M,1969,35,20,1,1,1,1,1,20,20,1,642,51,5,5,1,10,13,10,0,33238,14,22073,8,4,1,1,1,1,1,4,182,4,25,7,2,2,1,3,4,149,3,4,1,1,1,1,1,4,182,4,25,7,2,2,1,3,4,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,505
1838010,0,0,Germany,German,M,1983,22,264,38,13,13,1,3,7,42,0,183,54,10,19,1,5,3,18,0,33260,13,22081,8,16,6,4,4,1,2,3,182,4,14,7,3,4,1,2,2,149,3,16,6,4,4,1,2,3,182,4,14,7,3,4,1,2,2,149,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,TRUE,500
1569265,0,0,Turkey,Turkish,M,1977,27,215,138,26,138,0,5,2,85,0,33303,13,15,12,5,12,0,2,1,182,4,15,12,5,12,0,2,1,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,499
1842305,0,0,Austria,German,M,1956,48,135,10,5,15,0,2,13,-18,0,33200,13,12,3,2,4,1,1,4,182,4,12,3,2,4,1,1,4,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,499
1190678,0,0,Turkey,Turkish,M,1974,29,65,14,4,106,0,4,5,65,1,1,1,1,1,1,1,1,-1,-1,13,9,1,1,1,9,1,11,1,33,14,22,7,35863,8,8,4,2,10,0,2,2,182,4,1,1,1,1,1,1,1,149,3,4,3,1,1,1,3,1,189,3,8,4,2,10,0,2,2,182,4,1,1,1,1,1,1,1,149,3,4,3,1,1,1,3,1,189,TRUE,496
